Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount
16.0,28.0,4,Laptop & Accessory,3,Married,4,0,3.0,177.65
5.0,14.0,3,Fashion,1,Single,2,0,7.0,189.98
20.0,9.0,4,Others,1,Married,9,1,3.0,318.28
23.0,27.0,4,Laptop & Accessory,5,Married,3,0,12.0,190.67
1.0,7.0,4,Mobile,2,Divorced,4,1,1.0,147.93
29.0,15.0,4,Grocery,3,Married,4,1,3.0,272.56
0.0,12.0,4,Mobile,5,Single,2,1,0.0,126.0
3.0,34.0,4,Laptop & Accessory,3,Married,6,0,2.0,168.35
13.0,16.0,4,Laptop & Accessory,5,Married,3,0,10.0,176.51
9.0,8.0,3,Laptop & Accessory,4,Married,5,1,0.0,169.62
15.0,13.0,4,Fashion,1,Single,5,1,1.0,260.91
10.0,6.0,4,Laptop & Accessory,2,Divorced,2,0,11.0,164.74
1.0,22.0,4,Mobile,1,Single,3,0,1.0,153.71
2.0,8.0,5,Laptop & Accessory,1,Married,3,1,8.0,193.34
8.0,32.0,3,Laptop & Accessory,5,Married,3,0,0.0,142.86
7.0,15.0,3,Laptop & Accessory,3,Divorced,2,0,3.0,157.14
21.0,12.0,4,Others,3,Married,6,0,2.0,308.0
6.0,20.0,5,Mobile,4,Divorced,3,0,3.0,152.43
9.0,9.0,1,Laptop & Accessory,5,Married,7,0,4.0,168.42
1.0,9.0,2,Laptop & Accessory,2,Divorced,3,0,4.0,179.72
10.0,9.0,5,Fashion,3,Married,3,0,1.0,200.96
3.0,10.0,4,Laptop & Accessory,3,Divorced,6,1,1.0,177.38
19.0,27.0,4,Laptop & Accessory,3,Single,10,0,2.0,173.5
1.0,17.0,4,Grocery,5,Married,3,1,11.0,295.68
12.0,17.0,4,Laptop & Accessory,1,Single,3,1,4.0,181.66
3.0,11.0,4,Laptop & Accessory,3,Married,2,0,2.0,161.18
7.0,13.0,4,Laptop & Accessory,2,Married,5,0,8.0,202.25
6.0,11.0,4,Fashion,2,Married,5,0,2.0,171.19
1.0,16.0,5,Mobile,3,Divorced,2,1,1.0,158.88
13.0,32.0,3,Laptop & Accessory,4,Married,2,0,13.0,156.05
4.0,12.0,4,Mobile,4,Single,1,1,2.0,126.57
19.0,14.0,2,Laptop & Accessory,3,Married,6,0,3.0,189.34
20.0,7.0,2,Grocery,5,Single,3,0,13.0,300.67
31.0,10.0,5,Laptop & Accessory,1,Single,7,0,6.0,176.71
1.0,28.0,5,Mobile,4,Single,3,1,1.0,146.21
8.0,24.0,3,Laptop & Accessory,3,Divorced,2,0,0.0,146.01
0.0,9.0,3,Mobile,5,Single,2,1,7.0,133.48
1.0,28.0,4,Mobile,3,Married,3,0,1.0,148.77
17.0,15.0,4,Laptop & Accessory,4,Married,6,0,1.0,172.65
27.0,16.0,3,Laptop & Accessory,5,Single,7,1,4.0,144.4
19.0,35.0,5,Grocery,4,Single,3,0,7.0,292.04
18.0,12.0,4,Fashion,2,Single,7,0,8.0,188.65
0.0,13.0,4,Laptop & Accessory,5,Single,9,0,7.0,168.11
23.0,30.0,3,Grocery,3,Divorced,4,1,5.0,239.73
1.0,21.0,4,Mobile,2,Divorced,7,1,5.0,149.36
10.0,34.0,4,Laptop & Accessory,3,Married,8,0,8.0,177.37
11.0,12.0,5,Laptop & Accessory,1,Married,8,1,9.0,153.29
23.0,35.0,4,Grocery,3,Divorced,1,0,7.0,270.46
25.0,21.0,4,Laptop & Accessory,1,Married,6,0,8.0,174.36
14.0,9.0,4,Mobile,3,Married,4,0,3.0,148.45
5.0,18.0,4,Mobile,2,Divorced,5,1,3.0,148.56
20.0,22.0,4,Others,4,Married,7,0,4.0,315.81
9.0,6.0,3,Laptop & Accessory,1,Single,5,0,0.0,166.53
4.0,23.0,4,Laptop & Accessory,3,Divorced,10,0,3.0,178.01
14.0,9.0,5,Mobile,2,Single,2,1,4.0,148.42
31.0,16.0,5,Mobile,4,Divorced,6,1,1.0,158.46
11.0,13.0,4,Laptop & Accessory,1,Single,1,0,5.0,140.28
8.0,9.0,3,Fashion,2,Married,7,0,8.0,178.23
0.0,12.0,4,Mobile,5,Single,8,0,0.0,125.61
19.0,11.0,4,Laptop & Accessory,4,Divorced,3,0,9.0,169.47
17.0,8.0,3,Fashion,3,Single,6,1,2.0,202.09
1.0,25.0,4,Laptop & Accessory,3,Divorced,2,1,3.0,171.14
1.0,9.0,4,Mobile,5,Married,2,0,3.0,155.41
10.0,8.0,5,Laptop & Accessory,3,Married,2,0,3.0,168.74
8.0,7.0,4,Mobile,5,Married,7,0,4.0,154.96
15.0,30.0,3,Fashion,5,Married,2,1,8.0,174.06
0.0,10.0,4,Mobile,2,Divorced,1,0,4.0,131.62
13.0,20.0,3,Laptop & Accessory,5,Married,2,0,2.0,146.39
8.0,17.0,4,Mobile,4,Married,3,0,1.0,145.08
7.0,34.0,4,Laptop & Accessory,3,Married,2,0,7.0,167.12
22.0,14.0,4,Grocery,4,Divorced,7,0,8.0,231.2
9.0,9.0,5,Fashion,4,Married,4,0,7.0,227.74
18.0,6.0,2,Others,2,Divorced,1,0,7.0,292.02
0.0,11.0,4,Fashion,2,Married,2,1,7.0,228.08
14.0,8.0,4,Grocery,5,Married,4,0,17.0,293.23
5.0,15.0,3,Mobile,1,Married,2,0,4.0,120.7
5.0,10.0,4,Mobile,5,Married,2,0,0.0,121.09
0.0,8.0,4,Laptop & Accessory,4,Single,8,1,2.0,199.07
30.0,35.0,4,Grocery,1,Married,4,0,0.0,241.18
2.0,10.0,4,Mobile,4,Married,3,0,1.0,153.56
6.0,16.0,1,Fashion,3,Married,1,1,8.0,183.8
4.0,13.0,1,Laptop & Accessory,1,Married,5,0,7.0,169.29
14.0,16.0,4,Mobile,4,Married,10,1,1.0,161.17
1.0,11.0,2,Mobile,5,Married,4,0,3.0,153.19
0.0,13.5,3,Mobile,2,Divorced,1,0,1.0,124.0
23.0,13.0,5,Grocery,3,Married,4,1,13.0,264.66
9.0,7.0,5,Mobile,3,Married,8,0,8.0,147.58
26.0,12.0,3,Laptop & Accessory,1,Single,3,0,2.0,124.5
5.0,6.0,3,Mobile,1,Married,4,0,2.0,122.7
16.0,13.0,4,Fashion,5,Married,11,0,8.0,258.48
3.0,27.0,4,Mobile,2,Divorced,3,0,3.0,146.57
7.0,6.0,4,Laptop & Accessory,5,Single,1,0,9.0,153.43
15.0,35.0,5,Laptop & Accessory,2,Single,5,0,0.0,142.72
7.0,14.0,4,Laptop & Accessory,5,Married,2,0,4.0,168.73
15.0,30.0,4,Fashion,3,Single,5,1,3.0,195.82
29.0,29.0,3,Grocery,4,Married,5,1,9.0,234.02
8.0,16.0,4,Fashion,1,Married,2,0,7.0,210.0
10.0,25.0,3,Fashion,4,Single,2,1,9.0,176.42
8.0,15.0,4,Laptop & Accessory,5,Married,7,0,3.0,190.0
1.0,15.0,5,Mobile,3,Single,3,1,3.0,164.89
10.0,33.0,4,Laptop & Accessory,3,Married,8,0,3.0,178.47
7.0,14.0,1,Laptop & Accessory,3,Married,3,0,2.0,144.04
15.0,11.0,3,Others,3,Divorced,7,0,0.0,283.03
1.0,33.0,4,Laptop & Accessory,1,Single,3,0,5.0,186.8
11.0,7.0,4,Mobile,2,Single,3,0,8.0,146.15
19.0,31.0,4,Mobile,4,Single,3,0,5.0,146.77
4.0,15.0,4,Fashion,3,Married,7,0,8.0,197.64
23.0,6.0,3,Laptop & Accessory,3,Divorced,1,0,13.0,163.47
11.0,7.0,4,Fashion,1,Single,6,0,3.0,199.91
9.0,24.0,3,Laptop & Accessory,2,Single,3,0,9.0,177.79
12.0,8.0,4,Laptop & Accessory,1,Married,9,0,4.0,152.04
4.0,8.0,5,Mobile,2,Married,5,1,0.0,127.78
11.0,7.0,5,Mobile,5,Married,4,0,3.0,164.2
13.0,20.0,4,Others,3,Single,2,0,9.0,296.26
4.0,29.0,4,Fashion,5,Married,2,0,9.0,209.12
18.0,30.0,4,Laptop & Accessory,4,Married,6,0,3.0,145.42
0.0,15.0,1,Mobile,3,Married,2,0,4.0,144.01
20.0,20.0,3,Laptop & Accessory,4,Married,9,0,7.0,154.67
18.0,36.0,4,Laptop & Accessory,1,Single,3,0,18.0,170.41
20.0,22.0,4,Others,4,Divorced,7,0,4.0,315.81
5.0,27.0,3,Mobile,2,Divorced,8,0,2.0,122.58
4.0,11.0,3,Laptop & Accessory,5,Single,1,0,7.0,199.36
31.0,14.0,2,Laptop & Accessory,1,Married,2,1,10.0,177.2
8.0,24.0,3,Laptop & Accessory,5,Married,1,0,4.0,155.61
10.0,19.0,5,Fashion,1,Single,2,0,7.0,213.58
11.0,9.0,3,Laptop & Accessory,1,Single,9,1,0.0,168.61
1.0,9.0,4,Mobile,1,Single,1,0,1.0,120.45
0.0,13.0,5,Laptop & Accessory,3,Single,2,1,6.0,160.74
17.0,6.0,4,Laptop & Accessory,3,Single,5,0,2.0,159.85
0.0,31.0,4,Mobile,4,Single,5,1,2.0,123.13
8.0,15.0,4,Fashion,3,Divorced,2,1,15.0,206.85
15.0,35.0,3,Laptop & Accessory,3,Married,3,0,2.0,145.56
0.0,13.0,3,Mobile,1,Married,6,1,4.0,124.36
1.0,17.0,4,Fashion,3,Married,8,0,7.0,225.48
2.0,8.0,3,Mobile,4,Married,1,0,4.0,127.03
21.0,9.0,4,Laptop & Accessory,1,Married,7,0,5.0,175.7
28.0,9.0,5,Fashion,3,Married,8,0,1.0,231.86
8.0,15.0,4,Laptop & Accessory,5,Married,5,0,1.0,176.21
6.0,7.0,4,Laptop & Accessory,5,Married,6,0,3.0,165.87
5.0,14.0,1,Laptop & Accessory,3,Married,6,0,3.0,151.75
17.0,13.0,4,Fashion,1,Married,4,0,17.0,202.48
4.0,12.0,4,Mobile,3,Married,2,1,2.0,127.03
5.0,12.0,3,Mobile,3,Divorced,9,0,2.0,122.67
1.0,8.0,5,Laptop & Accessory,5,Married,3,0,4.0,222.14
0.0,26.0,5,Laptop & Accessory,3,Divorced,4,1,2.0,145.59
20.0,32.0,3,Others,3,Married,4,0,0.0,296.58
18.0,16.0,4,Mobile,5,Married,3,1,2.0,150.59
4.0,9.0,4,Mobile,4,Married,3,0,1.0,149.76
1.0,36.0,5,Mobile,4,Single,2,0,5.0,159.79
23.0,14.0,3,Mobile,4,Married,8,0,2.0,138.75
17.0,13.0,3,Others,1,Married,1,1,10.0,290.49
20.0,12.0,4,Laptop & Accessory,1,Single,6,1,9.0,182.72
1.0,11.0,2,Laptop & Accessory,4,Married,3,1,4.0,186.42
15.0,8.0,5,Others,1,Married,2,0,9.0,298.45
7.0,8.0,3,Laptop & Accessory,2,Single,2,0,11.0,166.87
14.0,9.0,2,Laptop & Accessory,3,Married,7,0,9.0,188.77
11.0,35.0,3,Laptop & Accessory,2,Divorced,4,0,7.0,162.61
1.0,8.0,4,Mobile,3,Single,2,0,3.0,158.75
20.0,14.0,4,Fashion,3,Married,8,0,8.0,233.45
27.0,11.0,3,Others,5,Divorced,5,0,2.0,294.06
4.0,14.0,3,Fashion,1,Married,2,0,9.0,207.93
1.0,9.0,4,Mobile,2,Single,1,0,1.0,120.45
19.0,9.0,5,Mobile,3,Single,3,0,1.0,147.74
18.0,31.0,6,Mobile,3,Single,4,0,5.0,162.08
10.0,9.0,4,Mobile,3,Married,6,0,3.0,150.43
1.0,9.0,3,Mobile,4,Married,2,0,0.0,128.56
20.0,14.0,4,Mobile,3,Married,10,0,9.0,148.39
5.0,19.0,4,Laptop & Accessory,1,Married,2,1,6.0,183.55
11.0,6.0,4,Laptop & Accessory,2,Single,5,0,1.0,186.86
13.0,20.0,5,Grocery,4,Married,8,1,3.0,296.23
13.0,15.0,4,Mobile,3,Married,3,0,8.0,162.55
30.0,6.0,3,Others,5,Divorced,4,1,5.0,297.01
23.0,6.0,3,Others,4,Married,4,1,7.0,281.72
1.0,7.0,5,Mobile,3,Married,3,0,4.0,145.07
11.0,16.0,5,Fashion,3,Married,4,0,11.0,232.06
3.0,8.0,5,Grocery,1,Married,5,0,8.0,286.24
20.0,31.0,3,Fashion,3,Single,3,0,11.0,186.33
17.0,6.0,1,Laptop & Accessory,5,Married,3,0,2.0,150.33
13.0,7.0,4,Mobile,3,Married,9,0,3.0,147.32
2.0,16.0,4,Laptop & Accessory,3,Single,10,0,4.0,158.69
29.0,29.0,3,Grocery,4,Divorced,5,1,9.0,234.02
9.0,9.0,4,Laptop & Accessory,4,Single,7,0,3.0,169.25
20.0,10.0,4,Grocery,3,Divorced,5,0,10.0,299.65
14.0,10.0,5,Laptop & Accessory,4,Married,7,0,2.0,164.3
11.0,6.0,3,Laptop & Accessory,4,Married,1,0,8.0,144.4
0.0,18.0,3,Laptop & Accessory,1,Single,4,1,7.0,145.81
0.0,6.0,4,Laptop & Accessory,5,Single,2,0,7.0,142.94
9.0,25.0,4,Fashion,1,Single,4,0,7.0,218.62
3.0,28.0,2,Fashion,5,Married,3,0,7.0,224.8
1.0,9.0,5,Mobile,2,Single,3,0,1.0,136.02
3.0,33.0,3,Laptop & Accessory,1,Married,8,0,7.0,153.04
7.0,9.0,4,Laptop & Accessory,4,Single,10,0,8.0,176.47
2.0,8.0,3,Mobile,4,Divorced,1,0,2.0,131.8
5.0,19.0,4,Mobile,1,Married,10,1,3.0,164.29
19.0,20.0,3,Mobile,4,Married,10,1,3.0,149.63
23.0,15.0,5,Laptop & Accessory,4,Married,3,0,8.0,176.3
17.0,21.0,4,Grocery,5,Married,8,0,1.0,296.59
0.0,22.0,3,Laptop & Accessory,5,Single,6,0,2.0,153.24
2.0,11.0,4,Laptop & Accessory,3,Married,3,0,5.0,167.21
13.0,26.0,4,Laptop & Accessory,1,Married,10,0,3.0,164.02
16.0,31.0,4,Fashion,1,Married,6,0,0.0,207.98
1.0,10.0,4,Mobile,1,Married,3,0,1.0,145.61
3.0,17.0,4,Mobile,4,Married,3,0,3.0,147.97
0.0,14.0,3,Laptop & Accessory,4,Married,2,0,7.0,162.14
9.0,9.0,4,Fashion,1,Married,1,0,4.0,176.44
7.0,10.0,3,Laptop & Accessory,3,Married,10,0,2.0,165.38
16.0,7.0,4,Laptop & Accessory,3,Married,3,0,7.0,174.07
12.0,17.0,4,Laptop & Accessory,1,Married,3,0,10.0,178.43
16.0,33.0,4,Grocery,4,Divorced,7,0,9.0,260.25
10.0,31.0,3,Laptop & Accessory,3,Divorced,4,1,7.0,144.49
9.0,6.0,4,Laptop & Accessory,3,Married,1,0,2.0,143.74
14.0,8.0,3,Grocery,5,Married,8,0,8.0,265.95
22.0,7.0,3,Grocery,3,Single,5,0,0.0,253.79
12.0,6.0,3,Others,3,Married,2,1,6.0,291.97
6.0,13.0,3,Fashion,3,Married,1,0,7.0,216.91000000000005
10.0,10.0,5,Fashion,1,Married,6,0,7.0,221.99
2.0,36.0,4,Laptop & Accessory,5,Divorced,9,1,1.0,191.73
12.0,28.0,3,Fashion,5,Single,2,1,8.0,208.8
8.0,13.0,4,Mobile,3,Married,1,0,2.0,124.3
0.0,31.0,1,Mobile,2,Single,2,1,1.0,129.94
14.0,8.0,4,Laptop & Accessory,3,Single,3,1,7.0,168.11
9.0,13.0,3,Mobile,1,Single,3,0,1.0,146.78
4.0,10.0,3,Laptop & Accessory,4,Single,2,0,7.0,193.55
27.0,26.0,3,Laptop & Accessory,3,Single,4,0,3.0,148.69
12.0,30.0,4,Grocery,1,Married,1,0,7.0,220.31
28.0,10.0,3,Laptop & Accessory,3,Divorced,1,1,2.0,140.35
1.0,17.0,5,Laptop & Accessory,2,Divorced,3,1,5.0,182.69
5.0,18.0,4,Mobile,5,Married,2,0,0.0,120.33
19.0,27.0,6,Fashion,5,Married,4,1,8.0,233.51
5.0,16.0,5,Mobile,4,Single,2,1,3.0,151.57
26.0,9.0,5,Mobile,2,Single,9,0,3.0,157.12
10.0,16.0,3,Mobile,4,Married,2,0,7.0,139.36
6.0,12.0,2,Mobile,1,Married,5,0,3.0,158.12
13.0,8.0,3,Mobile,5,Married,5,0,2.0,133.77
10.0,6.0,3,Fashion,2,Married,3,1,2.0,236.03
8.0,8.0,5,Mobile,4,Married,7,0,3.0,157.94
2.0,17.0,4,Mobile,4,Divorced,3,0,1.0,135.52
11.0,14.0,4,Laptop & Accessory,5,Married,7,1,5.0,167.84
30.0,15.0,4,Mobile,5,Married,6,1,3.0,167.57
9.0,8.0,4,Fashion,3,Divorced,2,0,0.0,175.96
8.0,7.0,5,Laptop & Accessory,5,Single,2,0,10.0,178.43
2.0,34.0,6,Laptop & Accessory,5,Married,2,0,1.0,25.0
12.0,9.0,4,Mobile,2,Divorced,3,1,1.0,142.02
3.0,22.0,6,Mobile,2,Divorced,2,1,4.0,146.68
2.0,23.0,3,Laptop & Accessory,5,Single,2,0,8.0,181.61
0.0,32.0,4,Laptop & Accessory,5,Single,6,0,1.0,166.96
5.0,10.0,3,Mobile,4,Married,3,0,2.0,139.31
15.0,7.0,3,Fashion,5,Divorced,3,0,8.0,208.92
15.0,17.0,4,Laptop & Accessory,2,Single,9,0,11.0,187.3
2.0,33.0,5,Laptop & Accessory,5,Divorced,3,0,5.0,172.24
1.0,24.0,4,Mobile,3,Single,3,1,8.0,148.94
8.0,31.0,4,Fashion,4,Married,4,0,8.0,209.03
0.0,13.0,3,Mobile,3,Married,2,0,0.0,123.77
2.0,8.0,4,Laptop & Accessory,4,Married,3,0,0.0,166.44
5.0,8.0,3,Mobile,5,Married,2,0,0.0,128.27
16.0,16.0,4,Mobile,1,Single,3,0,9.0,161.73
5.0,14.0,5,Fashion,1,Married,11,0,2.0,240.57
19.0,13.0,3,Laptop & Accessory,3,Divorced,3,0,0.0,152.58
5.0,10.0,4,Fashion,3,Married,11,0,3.0,261.75
14.0,7.0,6,Laptop & Accessory,1,Married,4,1,3.0,199.57
5.0,27.0,4,Mobile,5,Married,1,0,0.0,122.96
9.0,6.0,3,Laptop & Accessory,4,Divorced,1,0,5.0,152.28
0.0,14.0,4,Mobile,3,Single,2,1,2.0,139.89
1.0,33.0,4,Laptop & Accessory,1,Married,3,1,9.0,181.17
15.0,34.0,4,Laptop & Accessory,1,Married,1,0,4.0,145.23
15.0,11.0,4,Mobile,3,Married,11,1,8.0,149.61
0.0,10.0,4,Laptop & Accessory,1,Single,2,1,4.0,158.28
1.0,16.0,6,Mobile,4,Single,3,0,3.0,152.6
1.0,31.0,5,Mobile,3,Single,7,1,4.0,145.28
15.0,20.0,4,Laptop & Accessory,3,Single,8,0,3.0,162.44
5.0,7.0,3,Fashion,1,Married,2,0,7.0,204.22
10.0,9.0,5,Fashion,3,Divorced,3,0,1.0,200.96
2.0,23.0,4,Mobile,3,Single,3,0,5.0,146.44
5.0,33.0,4,Mobile,3,Married,3,0,4.0,154.11
27.0,15.0,4,Grocery,2,Divorced,7,0,3.0,243.36
4.0,7.0,6,Mobile,3,Divorced,5,0,3.0,163.33
5.0,16.0,3,Mobile,4,Married,2,0,0.0,120.08
0.0,32.0,4,Mobile,3,Married,2,1,3.0,128.14
15.0,12.0,3,Fashion,5,Married,10,0,7.0,233.48
11.0,21.0,4,Fashion,1,Married,1,1,7.0,215.1
24.0,7.0,4,Laptop & Accessory,3,Divorced,2,0,14.0,188.47
20.0,8.0,3,Others,4,Single,8,1,8.0,292.46
21.0,13.0,3,Laptop & Accessory,5,Married,5,0,2.0,154.86
6.0,23.0,3,Grocery,3,Single,2,0,0.0,274.44
0.0,19.0,4,Laptop & Accessory,5,Married,6,1,2.0,161.34
1.0,9.0,5,Laptop & Accessory,4,Single,9,1,4.0,224.07
1.0,15.0,6,Mobile,5,Divorced,3,0,2.0,149.51
18.0,8.0,4,Grocery,2,Divorced,10,0,8.0,267.92
1.0,9.0,5,Mobile,2,Single,9,0,1.0,152.85
2.0,27.0,1,Fashion,5,Married,2,0,8.0,199.8
4.0,32.0,4,Laptop & Accessory,3,Married,9,1,3.0,172.36
2.0,16.0,4,Mobile,2,Divorced,3,0,5.0,145.7
17.0,16.0,4,Mobile,3,Single,6,0,3.0,149.38
0.0,13.5,3,Mobile,5,Divorced,2,0,2.0,125.0
22.0,8.0,5,Others,1,Single,8,0,1.0,307.65
16.0,33.0,4,Fashion,5,Divorced,5,1,1.0,256.91
2.0,9.0,4,Laptop & Accessory,4,Divorced,3,1,6.0,172.79
1.0,9.0,2,Laptop & Accessory,3,Single,2,0,8.0,190.0
3.0,18.0,3,Laptop & Accessory,3,Single,1,0,4.0,165.77
3.0,13.0,4,Mobile,2,Divorced,3,0,9.0,156.31
1.0,10.0,3,Laptop & Accessory,2,Married,3,1,5.0,171.47
13.0,21.0,4,Fashion,3,Married,2,0,12.0,204.35
10.0,15.0,4,Laptop & Accessory,1,Married,6,0,8.0,175.79
3.0,9.0,4,Laptop & Accessory,3,Married,3,0,3.0,171.49
5.0,6.0,3,Mobile,3,Married,8,0,2.0,122.32
10.0,17.0,3,Fashion,2,Married,2,1,7.0,221.85
7.0,9.0,3,Laptop & Accessory,4,Married,2,0,9.0,154.33
9.0,23.0,4,Fashion,3,Divorced,6,1,1.0,201.32
11.0,8.0,3,Fashion,4,Single,8,0,0.0,173.51
31.0,36.0,5,Grocery,1,Married,5,0,1.0,266.18
9.0,10.0,3,Laptop & Accessory,4,Married,8,0,2.0,151.31
10.0,10.0,4,Mobile,4,Single,6,0,3.0,145.88
9.0,11.0,3,Laptop & Accessory,1,Married,4,0,0.0,120.86
6.0,9.0,4,Laptop & Accessory,3,Single,6,1,8.0,174.98
14.0,7.0,5,Grocery,4,Married,3,0,12.0,260.03
5.0,11.0,3,Mobile,3,Divorced,5,0,0.0,120.93
9.0,14.0,4,Laptop & Accessory,4,Married,2,1,7.0,121.33
6.0,20.0,3,Mobile,4,Married,2,0,6.0,127.56
25.0,33.0,4,Grocery,3,Divorced,4,0,18.0,288.07
19.0,7.0,1,Grocery,5,Single,2,0,12.0,275.67
24.0,6.0,4,Others,3,Married,6,1,1.0,318.31
17.0,22.0,5,Laptop & Accessory,1,Married,5,0,3.0,193.04
13.0,8.0,3,Laptop & Accessory,4,Married,4,0,10.0,156.77
10.0,25.0,3,Laptop & Accessory,3,Married,4,0,2.0,157.68
8.0,13.0,1,Mobile,4,Married,1,0,3.0,124.26
30.0,6.0,5,Laptop & Accessory,3,Married,3,1,2.0,156.6
21.0,9.0,5,Mobile,1,Single,3,1,3.0,157.94
4.0,32.0,4,Laptop & Accessory,3,Divorced,9,1,3.0,172.36
17.0,34.0,1,Grocery,1,Married,4,1,11.0,233.2
20.0,11.0,3,Others,3,Divorced,5,0,1.0,283.0
8.0,31.0,4,Laptop & Accessory,2,Single,5,0,2.0,136.81
26.0,6.0,4,Fashion,4,Single,9,0,7.0,229.45
14.0,6.0,4,Others,3,Married,2,0,10.0,291.89
1.0,13.0,5,Mobile,1,Single,3,1,1.0,154.26
9.0,32.0,5,Fashion,4,Divorced,5,0,9.0,234.03
1.0,23.0,4,Fashion,5,Single,4,1,7.0,210.64
24.0,13.0,4,Laptop & Accessory,3,Married,3,0,0.0,161.32
1.0,10.0,4,Mobile,5,Single,7,1,5.0,151.57
8.0,23.0,3,Laptop & Accessory,5,Married,4,1,7.0,189.66
0.0,12.0,4,Mobile,5,Single,1,1,2.0,123.21
11.0,17.0,2,Fashion,1,Married,3,1,9.0,262.44
23.0,25.0,5,Others,3,Married,3,1,10.0,320.02
8.0,24.0,3,Laptop & Accessory,3,Married,2,1,2.0,156.89
2.0,34.0,4,Mobile,5,Single,2,0,4.0,137.85
1.0,13.0,4,Mobile,5,Single,4,0,4.0,154.6
16.0,8.0,3,Laptop & Accessory,1,Married,2,1,8.0,178.47
15.0,29.0,3,Grocery,1,Single,3,0,0.0,259.92
20.0,25.0,4,Fashion,3,Divorced,7,0,7.0,230.27
12.0,36.0,4,Laptop & Accessory,2,Divorced,5,0,8.0,187.61
12.0,6.0,4,Grocery,1,Married,2,0,7.0,227.42
2.0,11.0,4,Laptop & Accessory,4,Married,2,1,9.0,141.87
13.0,15.0,4,Laptop & Accessory,1,Married,10,0,2.0,148.76
23.0,6.0,4,Mobile,3,Married,3,0,2.0,136.9
18.0,12.0,5,Mobile,3,Single,5,0,4.0,156.62
10.0,13.5,3,Mobile,2,Divorced,2,1,2.0,123.26
14.0,12.0,5,Fashion,5,Divorced,7,1,7.0,229.75
5.0,26.0,3,Mobile,3,Divorced,5,0,0.0,122.59
14.0,10.0,5,Mobile,3,Married,3,1,3.0,151.83
7.0,16.0,3,Mobile,3,Married,2,1,0.0,138.15
3.0,31.0,3,Laptop & Accessory,3,Married,8,1,2.0,147.36
17.0,34.0,1,Grocery,2,Divorced,4,1,11.0,233.2
9.0,16.0,3,Fashion,4,Married,6,0,7.0,173.14
4.0,26.0,3,Laptop & Accessory,3,Divorced,2,0,0.0,169.32
1.0,21.0,4,Mobile,3,Single,3,0,1.0,140.14
14.0,6.0,2,Fashion,5,Divorced,2,0,7.0,183.92
19.0,6.0,3,Others,2,Married,10,0,2.0,296.27
11.0,17.0,4,Mobile,5,Married,2,1,4.0,152.82
9.0,11.0,4,Mobile,5,Married,10,1,0.0,134.19
16.0,9.0,4,Grocery,5,Married,2,0,8.0,301.65
0.0,6.0,4,Laptop & Accessory,5,Married,2,0,7.0,197.14
15.0,16.0,3,Grocery,5,Married,1,0,9.0,267.99
13.0,18.0,4,Fashion,1,Married,3,0,8.0,201.54
9.0,7.0,4,Fashion,3,Single,3,0,7.0,212.89
1.0,11.0,4,Mobile,2,Single,3,1,3.0,153.75
8.0,16.0,3,Laptop & Accessory,3,Single,4,1,4.0,161.42
9.0,9.0,3,Mobile,1,Married,6,0,0.0,128.35
14.0,12.0,3,Fashion,1,Single,4,1,0.0,235.91000000000005
24.0,12.0,4,Mobile,3,Single,1,0,7.0,128.38
5.0,7.0,4,Mobile,3,Married,2,0,0.0,120.08
21.0,10.0,4,Grocery,1,Married,3,0,2.0,252.02
14.0,14.0,5,Fashion,1,Single,3,0,3.0,206.5
11.0,26.0,4,Laptop & Accessory,3,Married,5,0,3.0,182.68
0.0,13.0,4,Mobile,5,Married,5,1,0.0,123.35
1.0,16.0,4,Mobile,5,Divorced,3,0,3.0,150.0
6.0,19.0,4,Grocery,5,Single,2,1,15.0,262.58
25.0,15.0,5,Fashion,4,Married,7,0,8.0,249.9
19.0,36.0,4,Mobile,1,Single,7,0,4.0,159.52
10.0,11.0,4,Laptop & Accessory,4,Married,9,0,3.0,176.31
6.0,10.0,3,Laptop & Accessory,4,Married,6,0,7.0,130.55
22.0,17.0,3,Laptop & Accessory,1,Single,4,0,4.0,145.07
1.0,13.0,4,Mobile,2,Divorced,3,1,3.0,151.59
21.0,10.0,4,Grocery,3,Married,11,1,14.0,262.7
20.0,33.0,5,Laptop & Accessory,4,Single,10,0,3.0,204.91
1.0,30.0,2,Mobile,1,Married,3,1,5.0,152.25
1.0,16.0,5,Mobile,4,Married,3,0,1.0,151.94
0.0,20.0,4,Mobile,4,Married,2,1,2.0,137.43
18.0,10.0,3,Laptop & Accessory,4,Married,2,0,8.0,144.47
4.0,16.0,5,Mobile,3,Single,3,0,9.0,147.06
1.0,21.0,3,Mobile,1,Single,2,0,0.0,112.32
8.0,7.0,2,Laptop & Accessory,2,Married,2,0,4.0,222.25
19.0,32.0,4,Others,4,Single,5,0,1.0,305.61
16.0,15.0,4,Others,1,Married,3,0,10.0,309.3
18.0,6.0,3,Fashion,4,Married,2,0,7.0,174.41
26.0,14.0,4,Fashion,4,Single,9,0,7.0,229.45
5.0,17.0,3,Mobile,4,Married,2,0,2.0,122.44
0.0,15.0,3,Mobile,3,Married,2,0,2.0,127.42
11.0,20.0,3,Laptop & Accessory,4,Married,1,0,7.0,199.24
